35,68
1,30
69,36
37,59
49,54
54,59
14,13
45,3
69,31
3,21
33,12
69,68
55,63
48,23
33,14
59,39
7,3
38,29
37,25
4,1
40,53
67,67
37,19
61,60
70,65
54,55
39,14
31,3
49,7
1,9
7,18
51,63
63,53
9,21
11,5
50,65
8,5
37,7
63,42
13,20
33,68
41,69
21,8
58,43
68,57
35,18
53,52
38,31
17,12
45,6
33,24
35,16
61,64
67,49
65,31
32,21
38,53
69,37
47,53
50,67
31,4
32,67
20,13
31,7
65,37
45,66
39,66
5,8
31,25
59,50
67,62
44,51
18,1
39,55
37,16
49,64
56,67
49,67
13,8
43,2
36,67
11,3
51,59
40,31
43,17
55,61
27,9
19,7
8,23
47,65
47,49
33,62
35,7
41,57
43,53
5,3
43,10
36,55
27,7
9,7
11,8
57,55
35,35
33,18
69,34
33,10
69,50
51,54
70,27
57,41
69,29
3,13
33,25
66,59
67,61
42,57
13,23
45,11
23,6
7,24
21,14
15,18
41,7
17,7
43,67
40,23
30,63
36,5
5,11
36,53
56,35
5,29
65,61
58,59
41,28
41,11
19,13
9,12
48,57
25,1
13,13
45,63
3,28
35,22
63,47
2,11
67,43
29,15
1,4
47,59
31,59
33,19
63,69
8,9
12,13
32,55
45,65
67,41
21,1
69,38
63,45
69,69
29,4
29,11
35,69
8,37
9,26
43,49
61,70
1,31
29,24
45,68
62,49
46,19
33,11
7,33
45,17
10,15
65,57
39,24
28,13
53,65
15,5
29,25
48,1
13,4
44,13
61,55
19,19
1,33
5,19
36,25
35,17
33,16
67,46
15,16
46,51
5,30
57,51
29,5
11,22
33,28
8,1
68,53
29,6
23,8
49,21
15,8
69,67
34,31
28,23
56,51
13,17
22,15
1,25
2,23
45,14
43,8
57,60
53,8
43,5
39,23
51,1
35,15
38,69
59,63
37,63
56,45
4,37
51,46
39,4
37,20
7,11
55,65
53,55
63,40
7,14
47,52
35,32
55,70
66,29
65,30
37,33
59,69
35,59
3,11
42,15
63,48
32,9
31,19
59,55
67,63
17,5
36,61
44,61
7,19
43,66
11,9
39,5
41,19
33,60
16,9
26,5
42,53
37,14
61,45
39,61
7,9
58,45
43,4
60,53
69,65
3,33
25,3
9,19
10,3
55,57
13,19
30,3
58,69
60,45
54,47
57,65
1,15
43,13
39,58
44,19
23,4
26,17
40,5
35,13
46,9
35,2
45,59
29,9
31,9
7,0
69,39
41,63
65,53
67,66
49,5
44,49
37,61
49,48
11,7
39,59
65,64
63,39
48,19
34,21
61,69
69,59
59,54
1,1
9,18
59,47
6,25
49,44
63,60
19,20
60,39
53,60
56,57
40,21
11,1
34,61
4,23
35,54
1,13
32,65
31,11
57,69
40,67
39,11
41,67
49,58
38,1
49,55
68,49
68,61
18,7
31,22
37,3
62,33
35,11
60,59
1,2
11,14
29,13
49,4
30,9
48,61
52,65
17,1
21,17
64,45
65,55
58,65
57,61
5,25
54,69
41,2
59,41
67,51
63,63
30,61
50,59
16,13
3,7
1,3
1,21
33,61
66,41
40,69
70,39
3,6
69,41
31,63
27,64
54,43
68,67
63,58
36,19
11,23
59,49
51,55
7,30
20,23
41,58
57,3
19,3
51,9
61,67
7,6
3,12
35,65
53,61
39,56
35,27
2,25
37,0
53,69
66,65
55,39
29,7
35,1
15,3
45,53
59,52
65,43
51,69
31,30
7,12
6,21
33,20
55,64
51,3
35,21
1,45
67,33
9,1
61,59
68,47
3,19
61,58
59,57
39,31
12,1
37,15
23,21
34,53
13,35
1,17
19,16
35,5
21,19
39,17
28,63
27,12
7,28
45,69
1,26
1,6
48,67
43,70
4,9
65,39
39,65
45,57
53,51
1,29
55,69
59,48
51,60
37,53
64,47
41,64
28,7
63,43
63,7
4,3
43,29
15,1
48,55
30,29
61,63
60,65
47,67
35,9
34,27
41,13
43,69
45,15
51,61
55,40
37,17
47,60
50,63
21,9
15,11
17,10
62,51
59,42
69,44
66,43
43,9
47,69
53,57
55,53
68,51
2,29
5,7
35,10
51,57
30,1
46,17
51,5
29,23
59,66
38,7
39,8
37,23
1,8
26,15
17,11
65,41
28,1
20,1
17,9
43,59
64,41
33,55
15,6
39,29
41,51
11,13
27,62
27,3
65,45
48,5
45,55
55,55
46,1
33,29
37,5
35,3
53,64
39,1
37,28
25,5
35,29
1,7
31,26
54,51
1,14
67,29
7,1
53,53
57,54
37,66
7,17
39,62
51,53
40,1
6,5
49,18
45,49
53,63
49,47
9,13
9,10
1,11
41,29
38,55
47,3
69,55
33,63
4,29
50,19
54,67
67,32
18,19
2,37
46,67
47,5
65,54
7,5
67,57
6,9
15,7
41,1
7,13
44,7
8,15
45,1
55,66
47,57
41,25
61,47
4,17
1,5
39,3
42,65
41,31
56,61
37,55
35,31
3,15
51,62
5,13
44,1
45,16
69,35
45,61
31,23
43,32
35,6
35,25
49,20
35,19
61,68
5,23
17,15
43,23
37,65
45,58
15,17
13,10
15,4
21,4
10,5
41,18
45,54
39,13
45,21
2,3
1,18
67,31
25,2
57,63
68,55
44,63
69,49
9,9
7,21
67,44
63,61
47,9
67,47
69,33
61,42
41,61
37,13
43,55
66,39
49,51
47,62
0,33
47,1
31,5
37,27
41,30
39,21
69,64
5,1
68,41
59,45
29,63
38,5
19,9
33,56
15,0
49,59
19,8
53,67
1,27
57,64
15,23
57,49
51,49
5,5
43,65
33,7
41,60
45,56
63,49
51,2
37,69
51,68
67,37
35,53
49,57
33,3
69,45
9,22
41,10
52,53
33,4
16,3
33,2
46,59
4,21
15,13
27,10
27,63
33,15
36,63
61,56
65,36
50,69
4,13
67,60
49,65
43,28
68,37
36,31
52,5
37,12
37,24
63,51
37,11
45,19
12,17
37,22
49,53
43,11
17,3
33,67
42,7
62,65
45,9
59,56
62,53
37,21
43,7
68,63
33,6
35,61
65,65
51,65
43,16
37,29
41,5
43,63
45,4
40,13
39,63
23,1
3,3
63,55
33,27
31,1
0,13
49,63
47,55
43,68
15,10
63,59
54,57
5,22
47,63
56,53
31,24
62,45
43,31
35,70
32,27
69,58
59,53
24,9
9,5
55,13
65,29
39,18
61,48
39,16
69,56
49,61
42,11
47,66
51,56
67,65
34,23
41,17
55,48
66,69
11,12
69,57
65,63
47,64
57,53
51,41
67,34
64,69
65,59
13,1
26,3
11,15
7,15
33,8
3,5
35,63
59,35
40,7
41,59
66,57
39,69
45,7
31,12
53,62
59,67
1,19
13,9
51,67
59,59
22,1
29,1
25,13
45,51
33,33
41,55
59,68
57,4
39,9
14,1
49,50
5,18
51,51
63,56
2,17
50,51
61,41
12,5
17,13
33,30
69,53
65,67
42,61
4,35
58,61
46,55
6,3
44,53
38,19
66,55
39,64
3,24
11,16
26,7
43,12
70,53
65,47
53,19
35,23
39,27
2,15
67,59
37,34
34,65
50,57
67,39
55,51
67,69
50,3
67,45
21,12
3,20
64,63
47,51
8,3
26,9
29,8
39,57
4,5
69,47
33,5
22,3
33,1
11,11
43,57
67,40
55,59
63,38
66,51
2,41
2,1
38,11
13,3
27,61
48,51
69,27
61,53
37,31
5,15
3,23
53,56
24,5
35,58
69,32
37,67
61,49
45,10
3,1
5,14
59,65
41,53
67,30
33,17
67,53
25,9
1,20
57,67
31,14
10,7
30,11
37,2
69,51
61,65
65,62
43,62
61,43
45,5
65,68
63,65
3,8
41,15
65,52
18,3
43,51
39,53
45,64
19,5
42,3
13,11
55,67
70,47
49,69
67,55
17,6
7,16
37,58
28,3
4,27
68,29
55,9
17,14
33,13
9,3
31,13
21,7
46,47
1,23
3,16
37,1
29,3
47,2
27,11
9,15
61,62
31,17
36,29
66,47
38,61
37,64
18,5
42,55
7,38
63,66
39,60
56,47
31,61
19,2
9,20
55,33
58,63
64,57
12,11
31,6
63,57
67,35
55,62
33,9
63,41
36,11
57,57
39,7
28,11
35,4
3,32
19,15
59,46
51,52
41,65
46,5
35,64
13,7
39,15
47,19
41,3
7,20
24,1
6,11
31,16
39,28
35,8
32,1
61,61
66,35
9,11
55,54
58,51
47,70
57,58
5,26
61,57
37,26
52,67
5,17
54,19
3,25
63,54
35,14
40,55
0,27
43,15
65,38
14,3
3,9
3,31
27,1
25,11
3,17
21,15
65,49
41,68
32,63
3,10
66,49
65,35
33,65
47,61
63,44
11,2
